ID	名称	图标	大类	小类	商城	地图商店	攻	防	暴击	闪避	解锁等级	购买	出售	品质	赠送	维护费用	制作时间1	制作时间2	制作时间3	制作时间4	合成价格	合成概率	合成目标	打造价格	描述
3052	name.weapon.3052	54	1	17	0	0	174200	0	0	0	131	1925	192	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3052
3053	name.weapon.3053	60	1	17	0	0	175000	0	0	0	135	1995	199	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3053
3054	name.weapon.3054	55	1	17	0	0	176200	0	0	0	141	2100	210	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3054
3055	name.weapon.3055	44	1	17	0	0	177000	0	0	0	145	2170	217	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3055
3056	name.weapon.3056	56	1	17	0	0	178200	0	0	0	151	2292	229	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3056
3057	name.weapon.3057	68	1	17	0	0	179000	0	0	0	155	2432	243	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3057
3058	name.weapon.3058	83	1	17	0	0	180200	0	0	0	161	2677	267	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3058
3059	name.weapon.3059	71	1	17	0	0	181000	0	0	0	165	2887	288	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3059
3060	name.weapon.3060	96	1	17	0	0	182200	0	0	0	171	3202	320	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3060
3061	name.weapon.3061	81	1	17	0	0	183000	0	0	0	175	3412	341	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3061
3062	name.weapon.3062	95	1	17	0	0	184200	0	0	0	181	3727	372	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3062
3063	name.weapon.3063	70	1	17	0	0	185000	0	0	0	185	3937	393	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3063
3064	name.weapon.3064	78	1	17	0	0	186200	0	0	0	191	4252	425	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3064
3065	name.weapon.3065	67	1	17	0	0	187000	0	0	0	195	4462	446	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3065
3066	name.weapon.3066	8	1	17	0	0	190400	0	0	0	205	5320	532	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3066
3067	name.weapon.3067	117	1	17	0	0	191400	0	0	0	215	5495	549	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3067
3068	name.weapon.3068	19	1	17	0	0	192400	0	0	0	225	5670	567	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3068
3069	name.weapon.3069	93	1	17	0	0	193400	0	0	0	235	5845	584	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3069
3070	name.weapon.3070	113	1	17	0	0	194400	0	0	0	245	6020	602	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3070
3071	name.weapon.3071	11	1	17	0	0	195400	0	0	0	255	6195	619	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3071
3072	name.weapon.3072	35	1	17	0	0	196400	0	0	0	265	6370	637	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3072
3073	name.weapon.3073	59	1	17	0	0	197400	0	0	0	275	6545	654	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3073
3074	name.weapon.3074	58	1	17	0	0	198400	0	0	0	285	6720	672	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3074
3075	name.weapon.3075	217	1	17	0	0	199400	0	0	0	295	6895	689	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3075
3076	name.weapon.3076	22	1	17	0	0	200800	0	0	0	305	7070	707	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3076
3077	name.weapon.3077	34	1	17	0	0	202800	0	0	0	315	7245	724	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3077
3078	name.weapon.3078	84	1	17	0	0	204800	0	0	0	325	7420	742	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3078
3079	name.weapon.3079	9	1	17	0	0	206800	0	0	0	335	7595	759	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3079
3080	name.weapon.3080	208	1	17	0	0	208800	0	0	0	345	7770	777	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3080
3081	name.weapon.3081	223	1	17	0	0	210800	0	0	0	355	7945	794	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3081
3082	name.weapon.3082	33	1	17	0	0	212800	0	0	0	365	8120	812	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3082
3083	name.weapon.3083	169	1	17	0	0	214800	0	0	0	375	8295	829	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3083
3084	name.weapon.3084	46	1	17	0	0	216800	0	0	0	385	8470	847	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3084
3085	name.weapon.3085	36	1	17	0	0	218800	0	0	0	395	8645	864	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3085
3086	name.weapon.3086	73	1	17	0	0	220800	0	0	0	405	8820	882	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3086
3087	name.weapon.3087	69	1	17	0	0	222800	0	0	0	415	8995	899	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3087
3088	name.weapon.3088	23	1	17	0	0	224800	0	0	0	425	9170	917	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3088
3089	name.weapon.3089	209	1	17	0	0	226800	0	0	0	435	9345	934	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3089
3090	name.weapon.3090	211	1	17	0	0	228800	0	0	0	445	9520	952	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3090
3091	name.weapon.3091	1	1	17	0	0	230800	0	0	0	455	9695	969	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3091
3092	name.weapon.3092	7	1	17	0	0	232800	0	0	0	465	9870	987	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3092
3093	name.weapon.3093	87	1	17	0	0	234800	0	0	0	475	10045	1004	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3093
3094	name.weapon.3094	64	1	17	0	0	236800	0	0	0	485	10220	1022	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3094
3095	name.weapon.3095	205	1	17	0	0	238800	0	0	0	495	10395	1039	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3095
3555	name.weapon.2555	42	1	17	0	0	265500	0	0	0	100	570	57	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.2555
3565	name.weapon.2565	89	1	17	0	0	280500	0	0	0	100	967	96	4	1	0	0	0	0	0	0	0	0	0	tip.weapon.2565
3595	name.weapon.3595	160	1	17	0	0	358200	0	0	0	350	3367	336	4	1	0	0	0	0	0	0	0	0	0	tip.weapon.3595
3615	name.weapon.3615	48	1	17	0	0	16400	0	0	0	10	35	3	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3615
3630	name.weapon.3630	72	1	17	0	0	44000	0	0	0	40	280	28	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3630
3645	name.weapon.3645	31	1	17	0	0	156000	0	0	0	70	805	80	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3645
3655	name.weapon.3655	45	1	17	0	0	177000	0	0	0	100	1330	133	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3655
3665	name.weapon.3665	57	1	17	0	0	187000	0	0	0	150	2257	225	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3665
3695	name.weapon.3695	127	1	17	0	0	238800	0	0	0	350	7857	785	4	0	0	0	0	0	0	0	0	0	0	tip.weapon.3695
4001	name.weapon.4001	49	1	17	0	0	1500	0	0	0	3	15	1	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4001
4002	name.weapon.4002	61	1	17	0	0	3500	0	0	0	7	35	3	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4002
4003	name.weapon.4003	85	1	17	0	0	6000	0	0	0	11	55	5	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4003
4004	name.weapon.4004	37	1	17	0	0	9000	0	0	0	14	70	7	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4004
4005	name.weapon.4005	2	1	17	0	0	12000	0	0	0	17	85	8	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4005
4006	name.weapon.4006	50	1	17	0	0	15000	0	0	0	20	100	10	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4006
4007	name.weapon.4007	91	1	17	0	0	17000	0	0	0	22	110	11	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4007
4008	name.weapon.4008	6	1	17	0	0	19000	0	0	0	24	120	12	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4008
4009	name.weapon.4009	38	1	17	0	0	21000	0	0	0	26	130	13	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4009
4010	name.weapon.4010	220	1	17	0	0	23000	0	0	0	28	140	14	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4010
4011	name.weapon.4011	114	1	17	0	0	25000	0	0	0	30	150	15	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4011
4012	name.weapon.4012	25	1	17	0	0	29000	0	0	0	32	200	20	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4012
4013	name.weapon.4013	64	1	17	0	0	33000	0	0	0	34	250	25	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4013
4014	name.weapon.4014	86	1	17	0	0	37000	0	0	0	36	300	30	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4014
4015	name.weapon.4015	5	1	17	0	0	41000	0	0	0	38	350	35	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4015
4016	name.weapon.4016	92	1	17	0	0	45000	0	0	0	40	400	40	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4016
4017	name.weapon.4017	26	1	17	0	0	49000	0	0	0	42	450	45	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4017
4018	name.weapon.4018	51	1	17	0	0	53000	0	0	0	44	500	50	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4018
4019	name.weapon.4019	74	1	17	0	0	57000	0	0	0	46	550	55	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4019
4020	name.weapon.4020	87	1	17	0	0	61000	0	0	0	48	600	60	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4020
4021	name.weapon.4021	100	1	17	0	0	65000	0	0	0	50	650	65	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4021
4022	name.weapon.4022	3	1	17	0	0	70000	0	0	0	52	700	70	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4022
4023	name.weapon.4023	52	1	17	0	0	75000	0	0	0	54	750	75	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4023
4024	name.weapon.4024	27	1	17	0	0	80000	0	0	0	56	800	80	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4024
4025	name.weapon.4025	39	1	17	0	0	85000	0	0	0	58	850	85	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4025
4026	name.weapon.4026	63	1	17	0	0	90000	0	0	0	60	900	90	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4026
4027	name.weapon.4027	221	1	17	0	0	95000	0	0	0	62	950	95	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4027
4028	name.weapon.4028	53	1	17	0	0	100000	0	0	0	64	1000	100	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4028
4029	name.weapon.4029	75	1	17	0	0	105000	0	0	0	66	1050	105	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4029
4030	name.weapon.4030	94	1	17	0	0	110000	0	0	0	68	1100	110	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4030
4031	name.weapon.4031	66	1	17	0	0	115000	0	0	0	70	1150	115	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4031
4032	name.weapon.4032	88	1	17	0	0	125000	0	0	0	72	1200	120	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4032
4033	name.weapon.4033	7	1	17	0	0	135000	0	0	0	74	1250	125	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4033
4034	name.weapon.4034	65	1	17	0	0	145000	0	0	0	76	1300	130	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4034
4035	name.weapon.4035	76	1	17	0	0	155000	0	0	0	78	1350	135	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4035
4036	name.weapon.4036	104	1	17	0	0	170000	0	0	0	80	1400	140	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4036
4037	name.weapon.4037	40	1	17	0	0	190000	0	0	0	82	1450	145	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4037
4038	name.weapon.4038	225	1	17	0	0	210000	0	0	0	84	1500	150	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4038
4039	name.weapon.4039	79	1	17	0	0	230000	0	0	0	86	1550	155	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4039
4040	name.weapon.4040	1	1	17	0	0	250000	0	0	0	88	1600	160	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4040
4041	name.weapon.4041	62	1	17	0	0	270000	0	0	0	90	1650	165	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4041
4042	name.weapon.4042	77	1	17	0	0	300000	0	0	0	92	1700	170	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4042
4043	name.weapon.4043	106	1	17	0	0	330000	0	0	0	94	1750	175	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4043
4044	name.weapon.4044	29	1	17	0	0	360000	0	0	0	96	1800	180	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4044
4045	name.weapon.4045	42	1	17	0	0	390000	0	0	0	98	1850	185	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4045
4046	name.weapon.4046	17	1	17	0	0	420500	0	0	0	101	2000	200	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4046
4047	name.weapon.4047	28	1	17	0	0	422500	0	0	0	105	2100	210	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4047
4048	name.weapon.4048	41	1	17	0	0	425500	0	0	0	111	2250	225	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4048
4049	name.weapon.4049	18	1	17	0	0	427500	0	0	0	115	2350	235	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4049
4050	name.weapon.4050	30	1	17	0	0	430500	0	0	0	121	2500	250	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4050
4051	name.weapon.4051	43	1	17	0	0	432500	0	0	0	125	2600	260	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4051
4052	name.weapon.4052	54	1	17	0	0	435500	0	0	0	131	2750	275	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4052
4053	name.weapon.4053	60	1	17	0	0	437500	0	0	0	135	2850	285	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4053
4054	name.weapon.4054	55	1	17	0	0	440500	0	0	0	141	3000	300	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4054
4055	name.weapon.4055	44	1	17	0	0	442500	0	0	0	145	3100	310	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4055
4056	name.weapon.4056	56	1	17	0	0	445500	0	0	0	151	3275	327	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4056
4057	name.weapon.4057	68	1	17	0	0	447500	0	0	0	155	3475	347	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4057
4058	name.weapon.4058	83	1	17	0	0	450500	0	0	0	161	3825	382	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4058
4059	name.weapon.4059	71	1	17	0	0	452500	0	0	0	165	4125	412	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4059
4060	name.weapon.4060	96	1	17	0	0	455500	0	0	0	171	4575	457	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4060
4061	name.weapon.4061	81	1	17	0	0	457500	0	0	0	175	4875	487	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4061
4062	name.weapon.4062	95	1	17	0	0	460500	0	0	0	181	5325	532	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4062
4063	name.weapon.4063	70	1	17	0	0	462500	0	0	0	185	5625	562	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4063
4064	name.weapon.4064	78	1	17	0	0	465500	0	0	0	191	6075	607	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4064
4065	name.weapon.4065	67	1	17	0	0	467500	0	0	0	195	6375	637	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4065
4066	name.weapon.4066	8	1	17	0	0	476000	0	0	0	205	7600	760	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4066
4067	name.weapon.4067	117	1	17	0	0	478500	0	0	0	215	7850	785	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4067
4068	name.weapon.4068	19	1	17	0	0	481000	0	0	0	225	8100	810	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4068
4069	name.weapon.4069	93	1	17	0	0	483500	0	0	0	235	8350	835	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4069
4070	name.weapon.4070	113	1	17	0	0	486000	0	0	0	245	8600	860	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4070
4071	name.weapon.4071	11	1	17	0	0	488500	0	0	0	255	8850	885	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4071
4072	name.weapon.4072	35	1	17	0	0	491000	0	0	0	265	9100	910	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4072
4073	name.weapon.4073	59	1	17	0	0	493500	0	0	0	275	9350	935	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4073
4074	name.weapon.4074	58	1	17	0	0	496000	0	0	0	285	9600	960	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4074
4075	name.weapon.4075	217	1	17	0	0	498500	0	0	0	295	9850	985	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4075
4076	name.weapon.4076	22	1	17	0	0	502000	0	0	0	305	10100	1010	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4076
4077	name.weapon.4077	34	1	17	0	0	507000	0	0	0	315	10350	1035	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4077
4078	name.weapon.4078	84	1	17	0	0	512000	0	0	0	325	10600	1060	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4078
4079	name.weapon.4079	9	1	17	0	0	517000	0	0	0	335	10850	1085	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4079
4080	name.weapon.4080	208	1	17	0	0	522000	0	0	0	345	11100	1110	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4080
4081	name.weapon.4081	223	1	17	0	0	527000	0	0	0	355	11350	1135	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4081
4082	name.weapon.4082	33	1	17	0	0	532000	0	0	0	365	11600	1160	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4082
4083	name.weapon.4083	169	1	17	0	0	537000	0	0	0	375	11850	1185	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4083
4084	name.weapon.4084	46	1	17	0	0	542000	0	0	0	385	12100	1210	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4084
4085	name.weapon.4085	36	1	17	0	0	547000	0	0	0	395	12350	1235	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4085
4086	name.weapon.4086	73	1	17	0	0	552000	0	0	0	405	12600	1260	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4086
4087	name.weapon.4087	69	1	17	0	0	557000	0	0	0	415	12850	1285	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4087
4088	name.weapon.4088	23	1	17	0	0	562000	0	0	0	425	13100	1310	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4088
4089	name.weapon.4089	209	1	17	0	0	567000	0	0	0	435	13350	1335	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4089
4090	name.weapon.4090	211	1	17	0	0	572000	0	0	0	445	13600	1360	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4090
4091	name.weapon.4091	1	1	17	0	0	577000	0	0	0	455	13850	1385	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4091
4092	name.weapon.4092	7	1	17	0	0	582000	0	0	0	465	14100	1410	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4092
4093	name.weapon.4093	87	1	17	0	0	587000	0	0	0	475	14350	1435	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4093
4094	name.weapon.4094	64	1	17	0	0	592000	0	0	0	485	14600	1460	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4094
4095	name.weapon.4095	205	1	17	0	0	597000	0	0	0	495	14850	1485	5	0	0	0	0	0	0	0	0	0	0	tip.weapon.4095
5001	name.armor.5001	230	1	18	0	1	0	24	0	0	3	3	1	1	0	0	210	330	660	1320	9	50	6001	3	tip.armor.5001
5002	name.armor.5002	179	1	18	0	1	0	56	0	0	7	7	1	1	0	0	210	330	660	1320	20	50	6002	7	tip.armor.5002
5003	name.armor.5003	149	1	18	0	2	0	96	0	0	11	11	1	1	0	0	210	330	660	1320	30	50	6003	11	tip.armor.5003
5004	name.armor.5004	162	1	18	0	2	0	144	0	0	14	14	1	1	0	0	210	330	660	1320	40	50	6004	14	tip.armor.5004
5005	name.armor.5005	121	1	18	0	2	0	192	0	0	17	17	1	1	0	0	210	330	660	1320	50	50	6005	17	tip.armor.5005
5006	name.armor.5006	231	1	18	0	2	0	240	0	0	20	20	2	1	0	0	210	330	660	1320	60	50	6006	20	tip.armor.5006
5007	name.armor.5007	180	1	18	0	3	0	272	0	0	22	22	2	1	0	0	210	330	660	1320	60	50	6007	22	tip.armor.5007
5008	name.armor.5008	161	1	18	0	3	0	304	0	0	24	24	2	1	0	0	210	330	660	1320	70	50	6008	24	tip.armor.5008
5009	name.armor.5009	120	1	18	0	3	0	336	0	0	26	26	2	1	0	0	210	330	660	1320	70	50	6009	26	tip.armor.5009
5010	name.armor.5010	150	1	18	0	3	0	368	0	0	28	28	2	1	0	0	420	660	1320	2640	80	50	6010	28	tip.armor.5010
5011	name.armor.5011	232	1	18	0	3	0	400	0	0	30	30	3	1	0	0	420	660	1320	2640	90	50	6011	30	tip.armor.5011
5012	name.armor.5012	181	1	18	0	4	0	464	0	0	32	40	4	1	0	0	420	660	1320	2640	120	50	6012	40	tip.armor.5012
5013	name.armor.5013	164	1	18	0	4	0	528	0	0	34	50	5	1	0	0	420	660	1320	2640	150	50	6013	50	tip.armor.5013
5014	name.armor.5014	233	1	18	0	4	0	592	0	0	36	60	6	1	0	0	420	660	1320	2640	180	50	6014	60	tip.armor.5014
5015	name.armor.5015	126	1	18	0	4	0	656	0	0	38	70	7	1	0	0	420	660	1320	2640	210	50	6015	70	tip.armor.5015
5016	name.armor.5016	183	1	18	0	4	0	720	0	0	40	80	8	1	0	0	420	660	1320	2640	240	50	6016	80	tip.armor.5016
5017	name.armor.5017	151	1	18	0	5	0	784	0	0	42	90	9	1	0	0	420	660	1320	2640	270	50	6017	90	tip.armor.5017
5018	name.armor.5018	136	1	18	0	5	0	848	0	0	44	100	10	1	0	0	420	660	1320	2640	300	50	6018	100	tip.armor.5018
5019	name.armor.5019	184	1	18	0	5	0	912	0	0	46	110	11	1	0	0	420	660	1320	2640	330	50	6019	110	tip.armor.5019
5020	name.armor.5020	234	1	18	0	5	0	976	0	0	48	120	12	1	0	0	1050	1650	3300	6600	360	50	6020	120	tip.armor.5020
5021	name.armor.5021	194	1	18	0	5	0	1040	0	0	50	130	13	1	0	0	1050	1650	3300	6600	390	50	6021	130	tip.armor.5021
5022	name.armor.5022	14	1	18	0	6	0	1120	0	0	52	140	14	1	0	0	1050	1650	3300	6600	420	50	6022	140	tip.armor.5022
5023	name.armor.5023	152	1	18	0	6	0	1200	0	0	54	150	15	1	0	0	1050	1650	3300	6600	450	50	6023	150	tip.armor.5023
5024	name.armor.5024	195	1	18	0	6	0	1280	0	0	56	160	16	1	0	0	1050	1650	3300	6600	480	50	6024	160	tip.armor.5024
5025	name.armor.5025	236	1	18	0	6	0	1360	0	0	58	170	17	1	0	0	1050	1650	3300	6600	510	50	6025	170	tip.armor.5025
5026	name.armor.5026	15	1	18	0	6	0	1440	0	0	60	180	18	1	0	0	1050	1650	3300	6600	540	50	6026	180	tip.armor.5026
5027	name.armor.5027	139	1	18	0	7	0	1520	0	0	62	190	19	1	0	0	1050	1650	3300	6600	570	50	6027	190	tip.armor.5027
5028	name.armor.5028	122	1	18	0	7	0	1600	0	0	64	200	20	1	0	0	1050	1650	3300	6600	600	50	6028	200	tip.armor.5028
5029	name.armor.5029	137	1	18	0	7	0	1680	0	0	66	210	21	1	0	0	1050	1650	3300	6600	630	50	6029	210	tip.armor.5029
5030	name.armor.5030	153	1	18	0	7	0	1760	0	0	68	220	22	1	0	0	1680	2640	5280	10560	660	50	6030	220	tip.armor.5030
5031	name.armor.5031	165	1	18	0	7	0	1840	0	0	70	230	23	1	0	0	1680	2640	5280	10560	690	50	6031	230	tip.armor.5031
5032	name.armor.5032	198	1	18	0	8	0	2000	0	0	72	240	24	1	0	0	1680	2640	5280	10560	720	50	6032	240	tip.armor.5032
5033	name.armor.5033	167	1	18	0	8	0	2160	0	0	74	250	25	1	0	0	1680	2640	5280	10560	750	50	6033	250	tip.armor.5033
5034	name.armor.5034	118	1	18	0	8	0	2320	0	0	76	260	26	1	0	0	1680	2640	5280	10560	780	50	6034	260	tip.armor.5034
5035	name.armor.5035	237	1	18	0	8	0	2480	0	0	78	270	27	1	0	0	1680	2640	5280	10560	810	50	6035	270	tip.armor.5035
5036	name.armor.5036	129	1	18	0	8	0	2720	0	0	80	280	28	1	0	0	1680	2640	5280	10560	840	50	6036	280	tip.armor.5036
5037	name.armor.5037	16	1	18	0	9	0	3040	0	0	82	290	29	1	0	0	1680	2640	5280	10560	870	50	6037	290	tip.armor.5037
5038	name.armor.5038	128	1	18	0	9	0	3360	0	0	84	300	30	1	0	0	1680	2640	5280	10560	900	50	6038	300	tip.armor.5038
5039	name.armor.5039	166	1	18	0	9	0	3680	0	0	86	310	31	1	0	0	1680	2640	5280	10560	930	50	6039	310	tip.armor.5039
5040	name.armor.5040	199	1	18	0	9	0	4000	0	0	88	320	32	1	0	0	2100	3300	6600	13200	960	50	6040	320	tip.armor.5040
5041	name.armor.5041	135	1	18	0	9	0	4320	0	0	90	330	33	1	0	0	2100	3300	6600	13200	990	50	6041	330	tip.armor.5041
5042	name.armor.5042	24	1	18	0	10	0	4800	0	0	92	340	34	1	0	0	2100	3300	6600	13200	1020	50	6042	340	tip.armor.5042
5043	name.armor.5043	143	1	18	0	10	0	5280	0	0	94	350	35	1	0	0	2100	3300	6600	13200	1050	50	6043	350	tip.armor.5043
5044	name.armor.5044	154	1	18	0	10	0	5760	0	0	96	360	36	1	0	0	2100	3300	6600	13200	1080	50	6044	360	tip.armor.5044
5045	name.armor.5045	163	1	18	0	10	0	6240	0	0	98	370	37	1	0	0	2100	3300	6600	13200	1110	50	6045	370	tip.armor.5045
5046	name.armor.5046	101	1	18	0	11	0	6728	0	0	101	400	40	1	0	0	2100	3300	6600	13200	1200	50	6046	400	tip.armor.5046
5047	name.armor.5047	112	1	18	0	11	0	6760	0	0	105	420	42	1	0	0	2100	3300	6600	13200	1260	50	6047	420	tip.armor.5047
5048	name.armor.5048	102	1	18	0	12	0	6808	0	0	111	450	45	1	0	0	2100	3300	6600	13200	1350	50	6048	450	tip.armor.5048
5049	name.armor.5049	111	1	18	0	12	0	6840	0	0	115	470	47	1	0	0	2100	3300	6600	13200	1410	50	6049	470	tip.armor.5049
5050	name.armor.5050	185	1	18	0	13	0	6888	0	0	121	500	50	1	0	0	2100	3300	6600	13200	1500	50	6050	500	tip.armor.5050
