StringId	Values
name.weapon.3016	生命之戒
name.weapon.3017	末日星痕
name.weapon.3018	追风短刀
name.weapon.3019	破天双刃
name.weapon.3020	幻光寒剑
name.weapon.3021	曜日明珠
name.weapon.3022	撼地锤
name.weapon.3023	魅影破魂
name.weapon.3024	生命之射
name.weapon.3025	末日权杖
name.weapon.3026	沉默利刃
name.weapon.3027	末日之典
name.weapon.3028	残忍双刃
name.weapon.3029	惊魂尖斧
name.weapon.3030	鹰爪指环
name.weapon.3031	破魂短刃
name.weapon.3032	破风
name.weapon.3033	战神之锤
name.weapon.3034	曜日之刃
name.weapon.3035	辟地屠龙
name.weapon.3036	翡翠之心
name.weapon.3037	灭世权杖
name.weapon.3038	诸神之约
name.weapon.3039	横扫光辉
name.weapon.3040	仿制雷神
name.weapon.3041	落日之刃
name.weapon.3042	开山截断
name.weapon.3043	血色之佩
name.weapon.3044	苍穹之影
name.weapon.3045	曜日之魂
name.weapon.3046	大地之心
name.weapon.3047	恶魔之射
name.weapon.3048	先知权杖
name.weapon.3049	图腾之链
name.weapon.3050	精灵之弓
name.weapon.3051	指引权杖
name.weapon.3052	光明短剑
name.weapon.3053	黄金三叉剑
name.weapon.3054	神秘双刀
name.weapon.3055	国王权杖
name.weapon.3056	地狱双刃
name.weapon.3057	狂刀破天
name.weapon.3058	新月弯刀
name.weapon.3059	波斯时之刃
name.weapon.3060	英勇指环
name.weapon.3061	冥王血斧
name.weapon.3062	恶魔指环
name.weapon.3063	卸骨剥皮
name.weapon.3064	裂地战斧
name.weapon.3065	烈焰之刃
name.weapon.3066	月牙锤
name.weapon.3067	死神镰刀
name.weapon.3068	女神项链
name.weapon.3069	神权戒指
name.weapon.3070	重力手套
name.weapon.3071	兽神重锤
name.weapon.3072	水晶弓
name.weapon.3073	火焰双刃
name.weapon.3074	华丽重刃
name.weapon.3075	海洋之心
name.weapon.3076	牛角灵链
name.weapon.3077	坠星之弓
name.weapon.3078	蝠形利斧
name.weapon.3079	权力之锤
name.weapon.3080	熔岩之心
name.weapon.3081	神秘秘术
name.weapon.3082	破甲弓箭
name.weapon.3083	神秘之冠
name.weapon.3084	神权短杖
name.weapon.3085	恐惧之弓
name.weapon.3086	三尖链刃
name.weapon.3087	图腾之令
name.weapon.3088	图腾传承
name.weapon.3089	烈焰之心
name.weapon.3090	陨落之心
name.weapon.3091	神祗战斧
name.weapon.3092	血色钉斧
name.weapon.3093	寒星神剑
name.weapon.3094	主神战刃
name.weapon.3095	能量之源
name.weapon.4001	复仇尖刃
name.weapon.4002	致盲之影
name.weapon.4003	长柄斧
name.weapon.4004	胡桃木杖
name.weapon.4005	流星锤
name.weapon.4006	生命之匕
name.weapon.4007	飞羽之护
name.weapon.4008	混铁金锤
name.weapon.4009	祈祷之杖
name.weapon.4010	先知指引
name.weapon.4011	寒星之锤
name.weapon.4012	落日之弓
name.weapon.4013	斩魂刀
name.weapon.4014	优质战斧
name.weapon.4015	破天锤
name.weapon.4016	生命之戒
name.weapon.4017	末日星痕
name.weapon.4018	追风短刀
name.weapon.4019	破天双刃
name.weapon.4020	幻光寒剑
name.weapon.4021	曜日明珠
name.weapon.4022	撼地锤
name.weapon.4023	魅影破魂
name.weapon.4024	生命之射
name.weapon.4025	末日权杖
name.weapon.4026	沉默利刃
name.weapon.4027	末日之典
name.weapon.4028	残忍双刃
name.weapon.4029	惊魂尖斧
name.weapon.4030	鹰爪指环
name.weapon.4031	破魂短刃
name.weapon.4032	破风
name.weapon.4033	战神之锤
name.weapon.4034	曜日之刃
name.weapon.4035	辟地屠龙
name.weapon.4036	翡翠之心
name.weapon.4037	灭世权杖
name.weapon.4038	诸神之约
name.weapon.4039	横扫光辉
name.weapon.4040	仿制雷神
name.weapon.4041	落日之刃
name.weapon.4042	开山截断
name.weapon.4043	血色之佩
name.weapon.4044	苍穹之影
name.weapon.4045	曜日之魂
name.weapon.4046	大地之心
name.weapon.4047	恶魔之射
name.weapon.4048	先知权杖
name.weapon.4049	图腾之链
name.weapon.4050	精灵之弓
name.weapon.4051	指引权杖
name.weapon.4052	光明短剑
name.weapon.4053	黄金三叉剑
name.weapon.4054	神秘双刀
name.weapon.4055	国王权杖
name.weapon.4056	地狱双刃
name.weapon.4057	狂刀破天
name.weapon.4058	新月弯刀
name.weapon.4059	波斯时之刃
name.weapon.4060	英勇指环
name.weapon.4061	冥王血斧
name.weapon.4062	恶魔指环
name.weapon.4063	卸骨剥皮
name.weapon.4064	裂地战斧
name.weapon.4065	烈焰之刃
name.weapon.4066	月牙锤
name.weapon.4067	死神镰刀
name.weapon.4068	女神项链
name.weapon.4069	神权戒指
name.weapon.4070	重力手套
name.weapon.4071	兽神重锤
name.weapon.4072	水晶弓
name.weapon.4073	火焰双刃
name.weapon.4074	华丽重刃
name.weapon.4075	海洋之心
name.weapon.4076	牛角灵链
name.weapon.4077	坠星之弓
name.weapon.4078	蝠形利斧
name.weapon.4079	权力之锤
name.weapon.4080	熔岩之心
name.weapon.4081	神秘秘术
name.weapon.4082	破甲弓箭
name.weapon.4083	神秘之冠
name.weapon.4084	神权短杖
name.weapon.4085	恐惧之弓
name.weapon.4086	三尖链刃
name.weapon.4087	图腾之令
name.weapon.4088	图腾传承
name.weapon.4089	烈焰之心
name.weapon.4090	陨落之心
name.weapon.4091	神祗战斧
name.weapon.4092	血色钉斧
name.weapon.4093	寒星神剑
name.weapon.4094	主神战刃
name.weapon.4095	能量之源
name.armor.5001	追风之铠
name.armor.5002	狂放披风
name.armor.5003	国王之甲
name.armor.5004	士兵之盔
name.armor.5005	王者腰带
name.armor.5006	魅影之躯
name.armor.5007	英勇之披
name.armor.5008	血色战盔
name.armor.5009	正义腰带
name.armor.5010	护身图腾
name.armor.5011	先知布甲
name.armor.5012	生命披风
name.armor.5013	神秘头盔
name.armor.5014	泰坦之铠
name.armor.5015	泰坦腰带
name.armor.5016	流星追月
name.armor.5017	光芒之护
name.armor.5018	追风靴
name.armor.5019	残影披风
name.armor.5020	流浪之披
name.armor.5021	断影追风
name.armor.5022	生命项链
name.armor.5023	大地之盾
name.armor.5024	权力之披
name.armor.5025	曜日之铠
name.armor.5026	复仇锁链
name.armor.5027	遗忘铁鞋
name.armor.5028	兽纹腰带
name.armor.5029	银狐软靴
name.armor.5030	泰坦护盾
name.armor.5031	地狱之盔
name.armor.5032	曜日披风
name.armor.5033	恶魔之护
name.armor.5034	粗犷之腰
name.armor.5035	金刚护铠
name.armor.5036	地狱腰带
name.armor.5037	祈祷之痕
name.armor.5038	守护之链
name.armor.5039	黄金圣盔
name.armor.5040	泰坦之佑
name.armor.5041	永恒之扣
name.armor.5042	灵巧心锁
name.armor.5043	权贵软靴
name.armor.5044	诸神之佑
name.armor.5045	国王之冠
name.armor.5046	火焰之心
name.armor.5047	地狱手套
name.armor.5048	血玉之心
name.armor.5049	尖刺护手
name.armor.5050	太阳之披
name.armor.5051	复仇腰带
name.armor.5052	女神战甲
name.armor.5053	玉石腰带
name.armor.5054	恶魔之靴
name.armor.5055	黄金战靴
name.armor.5056	权力腰带
name.armor.5057	斯巴达之令
name.armor.5058	地狱鬼盔
name.armor.5059	图腾战盔
name.armor.5060	残忍战盔
name.armor.5061	精灵之眼
name.armor.5062	国王披风
name.armor.5063	恶魔腰带
name.armor.5064	恶魔战甲
name.armor.5065	预言之书
name.armor.5066	华贵之披
name.armor.5067	兽神护靴
name.armor.5068	神仆仪衫
name.armor.5069	荣耀勋章
name.armor.5070	银丝腰扣
name.armor.5071	战争腰带
name.armor.5072	神权之披
name.armor.5073	祝福腰带
name.armor.5074	防御指引
name.armor.5075	祝福之披
name.armor.5076	精灵腰带
name.armor.5077	神职文衫
name.armor.5078	烈焰之护
name.armor.5079	敏捷之心
name.armor.5080	进阶指引
name.armor.5081	守护水晶
name.armor.5082	恐惧战甲
name.armor.5083	精灵战靴
name.armor.5084	女神战甲
name.armor.5085	战功勋章
name.armor.5086	神祗战甲
name.armor.5087	生命之佩
name.armor.5088	神谕
name.armor.5089	圣洁之披
name.armor.5090	陨落魂珠
name.armor.5091	泰坦战盔
name.armor.5092	神祗之披
name.armor.5093	神祗战袍
name.armor.5094	战神金甲
name.armor.5095	主神战甲
name.armor.6001	追风之铠
name.armor.6002	狂放披风
name.armor.6003	国王之甲
name.armor.6004	士兵之盔
name.armor.6005	王者腰带
name.armor.6006	魅影之躯
name.armor.6007	英勇之披
name.armor.6008	血色战盔
name.armor.6009	正义腰带
name.armor.6010	护身图腾
name.armor.6011	先知布甲
name.armor.6012	生命披风
name.armor.6013	神秘头盔
name.armor.6014	泰坦之铠
name.armor.6015	泰坦腰带
name.armor.6016	流星追月
name.armor.6017	光芒之护
name.armor.6018	追风靴
name.armor.6019	残影披风
name.armor.6020	流浪之披
name.armor.6021	断影追风
name.armor.6022	生命项链
name.armor.6023	大地之盾
name.armor.6024	权力之披
name.armor.6025	曜日之铠
name.armor.6026	复仇锁链
name.armor.6027	遗忘铁鞋
name.armor.6028	兽纹腰带
name.armor.6029	银狐软靴
name.armor.6030	泰坦护盾
name.armor.6031	地狱之盔
name.armor.6032	曜日披风
name.armor.6033	恶魔之护
name.armor.6034	粗犷之腰
name.armor.6035	金刚护铠
name.armor.6036	地狱腰带
name.armor.6037	祈祷之痕
name.armor.6038	守护之链
name.armor.6039	黄金圣盔
name.armor.6040	泰坦之佑
name.armor.6041	永恒之扣
name.armor.6042	灵巧心锁
name.armor.6043	权贵软靴
name.armor.6044	诸神之佑
name.armor.6045	国王之冠
name.armor.6046	火焰之心
name.armor.6047	地狱手套
name.armor.6048	血玉之心
name.armor.6049	尖刺护手
name.armor.6050	太阳之披
name.armor.6051	复仇腰带
name.armor.6052	女神战甲
name.armor.6053	玉石腰带
name.armor.6054	恶魔之靴
name.armor.6055	黄金战靴
name.armor.6056	权力腰带
name.armor.6057	斯巴达之令
name.armor.6058	地狱鬼盔
name.armor.6059	图腾战盔
name.armor.6060	残忍战盔
name.armor.6061	精灵之眼
name.armor.6062	国王披风
name.armor.6063	恶魔腰带
name.armor.6064	恶魔战甲
name.armor.6065	预言之书
name.armor.6066	华贵之披
name.armor.6067	兽神护靴
name.armor.6068	神仆仪衫
name.armor.6069	荣耀勋章
name.armor.6070	银丝腰扣
name.armor.6071	战争腰带
name.armor.6072	神权之披
name.armor.6073	祝福腰带
name.armor.6074	防御指引
name.armor.6075	祝福之披
name.armor.6076	精灵腰带
name.armor.6077	神职文衫
name.armor.6078	烈焰之护
name.armor.6079	敏捷之心
name.armor.6080	进阶指引
name.armor.6081	守护水晶
name.armor.6082	恐惧战甲
name.armor.6083	精灵战靴
name.armor.6084	女神战甲
name.armor.6085	战功勋章
name.armor.6086	神祗战甲
name.armor.6087	生命之佩
name.armor.6088	神谕
name.armor.6089	圣洁之披
name.armor.6090	陨落魂珠
name.armor.6091	泰坦战盔
name.armor.6092	神祗之披
name.armor.6093	神祗战袍
name.armor.6094	战神金甲
name.armor.6095	主神战甲
name.armor.7001	追风之铠
name.armor.7002	狂放披风
name.armor.7003	国王之甲
name.armor.7004	士兵之盔
name.armor.7005	王者腰带
name.armor.7006	魅影之躯
name.armor.7007	英勇之披
name.armor.7008	血色战盔
name.armor.7009	正义腰带
name.armor.7010	护身图腾
name.armor.7011	先知布甲
name.armor.7012	生命披风
name.armor.7013	神秘头盔
name.armor.7014	泰坦之铠
name.armor.7015	泰坦腰带
name.armor.7016	流星追月
name.armor.7017	光芒之护
name.armor.7018	追风靴
name.armor.7019	残影披风
name.armor.7020	流浪之披
name.armor.7021	断影追风
name.armor.7022	生命项链
name.armor.7023	大地之盾
name.armor.7024	权力之披
name.armor.7025	曜日之铠
name.armor.7026	复仇锁链
name.armor.7027	遗忘铁鞋
name.armor.7028	兽纹腰带
name.armor.7029	银狐软靴
name.armor.7030	泰坦护盾
name.armor.7031	地狱之盔
name.armor.7032	曜日披风
name.armor.7033	恶魔之护
name.armor.7034	粗犷之腰
name.armor.7035	金刚护铠
name.armor.7036	地狱腰带
name.armor.7037	祈祷之痕
name.armor.7038	守护之链
name.armor.7039	黄金圣盔
name.armor.7040	泰坦之佑
name.armor.7041	永恒之扣
name.armor.7042	灵巧心锁
name.armor.7043	权贵软靴
name.armor.7044	诸神之佑
name.armor.7045	国王之冠
name.armor.7046	火焰之心
name.armor.7047	地狱手套
name.armor.7048	血玉之心
name.armor.7049	尖刺护手
name.armor.7050	太阳之披
name.armor.7051	复仇腰带
name.armor.7052	女神战甲
name.armor.7053	玉石腰带
name.armor.7054	恶魔之靴
name.armor.7055	黄金战靴
name.armor.7056	权力腰带
name.armor.7057	斯巴达之令
name.armor.7058	地狱鬼盔
name.armor.7059	图腾战盔
name.armor.7060	残忍战盔
name.armor.7061	精灵之眼
name.armor.7062	国王披风
name.armor.7063	恶魔腰带
name.armor.7064	恶魔战甲
name.armor.7065	预言之书
name.armor.7066	华贵之披
name.armor.7067	兽神护靴
name.armor.7068	神仆仪衫
name.armor.7069	荣耀勋章
name.armor.7070	银丝腰扣
name.armor.7071	战争腰带
name.armor.7072	神权之披
name.armor.7073	祝福腰带
name.armor.7074	防御指引
name.armor.7075	祝福之披
name.armor.7076	精灵腰带
name.armor.7077	神职文衫
name.armor.7078	烈焰之护
name.armor.7079	敏捷之心
name.armor.7080	进阶指引
name.armor.7081	守护水晶
name.armor.7082	恐惧战甲
name.armor.7083	精灵战靴
name.armor.7084	女神战甲
name.armor.7085	战功勋章
name.armor.7086	神祗战甲
name.armor.7087	生命之佩
name.armor.7088	神谕
name.armor.7089	圣洁之披
name.armor.7090	陨落魂珠
name.armor.7091	泰坦战盔
name.armor.7092	神祗之披
name.armor.7093	神祗战袍
name.armor.7094	战神金甲
name.armor.7095	主神战甲
name.armor.8001	追风之铠
name.armor.8002	狂放披风
name.armor.8003	国王之甲
name.armor.8004	士兵之盔
name.armor.8005	王者腰带
name.armor.8006	魅影之躯
name.armor.8007	英勇之披
name.armor.8008	血色战盔
name.armor.8009	正义腰带
name.armor.8010	护身图腾
name.armor.8011	先知布甲
name.armor.8012	生命披风
name.armor.8013	神秘头盔
name.armor.8014	泰坦之铠
name.armor.8015	泰坦腰带
name.armor.8016	流星追月
name.armor.8017	光芒之护
name.armor.8018	追风靴
name.armor.8019	残影披风
name.armor.8020	流浪之披
name.armor.8021	断影追风
name.armor.8022	生命项链
name.armor.8023	大地之盾
name.armor.8024	权力之披
name.armor.8025	曜日之铠
name.armor.8026	复仇锁链
name.armor.8027	遗忘铁鞋
name.armor.8028	兽纹腰带
name.armor.8029	银狐软靴
name.armor.8030	泰坦护盾
name.armor.8031	地狱之盔
name.armor.8032	曜日披风
name.armor.8033	恶魔之护
name.armor.8034	粗犷之腰
name.armor.8035	金刚护铠
name.armor.8036	地狱腰带
name.armor.8037	祈祷之痕
name.armor.8038	守护之链
name.armor.8039	黄金圣盔
name.armor.8040	泰坦之佑
name.armor.8041	永恒之扣
name.armor.8042	灵巧心锁
name.armor.8043	权贵软靴
name.armor.8044	诸神之佑
name.armor.8045	国王之冠
name.armor.8046	火焰之心
name.armor.8047	地狱手套
name.armor.8048	血玉之心
name.armor.8049	尖刺护手
name.armor.8050	太阳之披
name.armor.8051	复仇腰带
name.armor.8052	女神战甲
name.armor.8053	玉石腰带
name.armor.8054	恶魔之靴
name.armor.8055	黄金战靴
name.armor.8056	权力腰带
name.armor.8057	斯巴达之令
name.armor.8058	地狱鬼盔
name.armor.8059	图腾战盔
name.armor.8060	残忍战盔
name.armor.8061	精灵之眼
name.armor.8062	国王披风
name.armor.8063	恶魔腰带
name.armor.8064	恶魔战甲
name.armor.8065	预言之书
name.armor.8066	华贵之披
name.armor.8067	兽神护靴
name.armor.8068	神仆仪衫
name.armor.8069	荣耀勋章
name.armor.8070	银丝腰扣
name.armor.8071	战争腰带
name.armor.8072	神权之披
name.armor.8073	祝福腰带
name.armor.8074	防御指引
name.armor.8075	祝福之披
name.armor.8076	精灵腰带
name.armor.8077	神职文衫
name.armor.8078	烈焰之护
name.armor.8079	敏捷之心
name.armor.8080	进阶指引
name.armor.8081	守护水晶
name.armor.8082	恐惧战甲
name.armor.8083	精灵战靴
name.armor.8084	女神战甲
name.armor.8085	战功勋章
name.armor.8086	神祗战甲
name.armor.8087	生命之佩
name.armor.8088	神谕
name.armor.8089	圣洁之披
name.armor.8090	陨落魂珠
name.armor.8091	泰坦战盔
name.armor.8092	神祗之披
name.armor.8093	神祗战袍
name.armor.8094	战神金甲
name.armor.8095	主神战甲
name.armor.9001	追风之铠
name.armor.9002	狂放披风
name.armor.9003	国王之甲
name.armor.9004	士兵之盔
name.armor.9005	王者腰带
name.armor.9006	魅影之躯
name.armor.9007	英勇之披
name.armor.9008	血色战盔
name.armor.9009	正义腰带
name.armor.9010	护身图腾
name.armor.9011	先知布甲
name.armor.9012	生命披风
name.armor.9013	神秘头盔
name.armor.9014	泰坦之铠
name.armor.9015	泰坦腰带
name.armor.9016	流星追月
name.armor.9017	光芒之护
name.armor.9018	追风靴
name.armor.9019	残影披风
name.armor.9020	流浪之披
name.armor.9021	断影追风
name.armor.9022	生命项链
name.armor.9023	大地之盾
name.armor.9024	权力之披
name.armor.9025	曜日之铠
name.armor.9026	复仇锁链
name.armor.9027	遗忘铁鞋
name.armor.9028	兽纹腰带
name.armor.9029	银狐软靴
name.armor.9030	泰坦护盾
name.armor.9031	地狱之盔
name.armor.9032	曜日披风
name.armor.9033	恶魔之护
name.armor.9034	粗犷之腰
name.armor.9035	金刚护铠
name.armor.9036	地狱腰带
name.armor.9037	祈祷之痕
name.armor.9038	守护之链
name.armor.9039	黄金圣盔
name.armor.9040	泰坦之佑
name.armor.9041	永恒之扣
name.armor.9042	灵巧心锁
name.armor.9043	权贵软靴
name.armor.9044	诸神之佑
name.armor.9045	国王之冠
name.armor.9046	火焰之心
name.armor.9047	地狱手套
name.armor.9048	血玉之心
name.armor.9049	尖刺护手
name.armor.9050	太阳之披
name.armor.9051	复仇腰带
name.armor.9052	女神战甲
name.armor.9053	玉石腰带
name.armor.9054	恶魔之靴
name.armor.9055	黄金战靴
name.armor.9056	权力腰带
name.armor.9057	斯巴达之令
name.armor.9058	地狱鬼盔
name.armor.9059	图腾战盔
name.armor.9060	残忍战盔
name.armor.9061	精灵之眼
name.armor.9062	国王披风
name.armor.9063	恶魔腰带
name.armor.9064	恶魔战甲
name.armor.9065	预言之书
name.armor.9066	华贵之披
name.armor.9067	兽神护靴
name.armor.9068	神仆仪衫
name.armor.9069	荣耀勋章
name.armor.9070	银丝腰扣
name.armor.9071	战争腰带
name.armor.9072	神权之披
name.armor.9073	祝福腰带
name.armor.9074	防御指引
name.armor.9075	祝福之披
name.armor.9076	精灵腰带
name.armor.9077	神职文衫
name.armor.9078	烈焰之护
name.armor.9079	敏捷之心
name.armor.9080	进阶指引
name.armor.9081	守护水晶
name.armor.9082	恐惧战甲
name.armor.9083	精灵战靴
name.armor.9084	女神战甲
name.armor.9085	战功勋章
name.armor.9086	神祗战甲
name.armor.9087	生命之佩
name.armor.9088	神谕
name.armor.9089	圣洁之披
name.armor.9090	陨落魂珠
name.armor.9091	泰坦战盔
name.armor.9092	神祗之披
name.armor.9093	神祗战袍
name.armor.9094	战神金甲
name.armor.9095	主神战甲
name.weapon.1504	【领主】木杖
name.weapon.1506	【领主】木质飞刀
name.weapon.1508	【领主】石锤
name.weapon.1510	【领主】智慧之书
name.weapon.1512	【领主】轻木弓
name.weapon.1514	【领主】破天战斧
name.weapon.2509	【领主】硬木短杖
name.weapon.2511	【领主】石镐
name.weapon.2513	【领主】粗糙的砍刀
name.weapon.2515	【领主】重石锤
name.armor.6504	【领主】兽骨头饰
name.armor.6506	【领主】布制上衣
name.armor.6508	【领主】兽骨头盔
name.armor.6510	【领主】硬木盾牌
name.armor.6512	【领主】精布披风
name.armor.6514	【领主】厚皮外套
name.armor.7509	【领主】粗布护腰
name.armor.7511	【领主】皮质外套
name.armor.7513	【领主】牛角头盔
name.armor.7515	【领主】精布腰带
name.weapon.1520	【半神】铁铲
name.weapon.1522	【半神】坚固石锤
name.weapon.1524	【半神】坚韧短弓
name.weapon.1526	【半神】铁质匕首
name.weapon.1528	【半神】双叉双刀
name.weapon.1530	【半神】尖锐指环
name.weapon.2523	【半神】便携双刀
name.weapon.2525	【半神】仪式短杖
name.weapon.2527	【半神】仪式之书
name.weapon.2529	【半神】刃斧
name.armor.6520	【半神】精皮外套
name.armor.6522	【半神】兽牙项链
name.armor.6524	【半神】沉重披风
name.armor.6526	【半神】坠石项链
name.armor.6528	【半神】兽皮腰带
name.armor.6530	【半神】厚铁盾
name.armor.7523	【半神】粗铁盾牌
name.armor.7525	【半神】兽皮甲
name.armor.7527	【半神】兽皮靴
name.armor.7529	【半神】铁靴
name.weapon.1534	【主神】精铁利刃
name.weapon.1536	【主神】圆石挂坠
name.weapon.1538	【主神】预言之书
name.weapon.1540	【主神】刺锤
name.weapon.1542	【主神】铁质宽斧
name.weapon.1544	【主神】星空长弓
name.weapon.2539	【主神】锐利勾斧
name.weapon.2541	【主神】尖细飞刀
name.weapon.2543	【主神】红玉挂坠
name.weapon.2545	【主神】祭祀法杖
name.armor.6534	【主神】厚皮腰带
name.armor.6536	【主神】宽厚腰带
name.armor.6538	【主神】石质护腰
name.armor.6540	【主神】士兵披风
name.armor.6542	【主神】诅咒项链
name.armor.6544	【主神】星空之盾
name.armor.7539	【主神】兽羽头盔
name.armor.7541	【主神】士兵短裤
name.armor.7543	【主神】士兵战靴
name.armor.7545	【主神】巫毒面具
name.weapon.2565	【天神】光芒神剑
name.weapon.3565	【天神】光芒神剑
name.weapon.3595	【至尊】苍穹护盾
name.armor.7565	【天神】光芒战甲
name.armor.8565	【天神】光芒战甲
name.armor.8595	【至尊】苍穹战甲
name.weapon.2615	智慧权杖
name.weapon.2630	战神之刃
name.weapon.2645	阿波罗之弓
name.weapon.2655	海神三叉戟
name.weapon.2665	冥神之剑
name.weapon.3615	智慧权杖
name.weapon.3630	战神之刃
name.weapon.3645	阿波罗之弓
name.weapon.3655	海神三叉戟
name.weapon.3665	冥神之剑
name.weapon.3695	雷神腰带
name.armor.7615	智慧之书
name.armor.7630	战神之靴
name.armor.7645	光明战甲
name.armor.7655	海神之冠
name.armor.7665	冥神之披
name.armor.8615	智慧之书
name.armor.8630	战神之靴
name.armor.8645	光明战甲
name.armor.8655	海神之冠
name.armor.8665	冥神之披
name.armor.8695	雷神之披
name.inventory.10001	生命恢复药（小）
name.inventory.10002	生命恢复药（中）
name.inventory.10003	生命恢复药（大）
name.inventory.10501	生命浓缩液（小）
name.inventory.10502	生命浓缩液（中）
name.inventory.10503	生命浓缩液（大）
name.inventory.11001	生命精华（小）
name.inventory.11002	生命精华（中）
name.inventory.11003	生命精华（大）
name.inventory.11501	能量恢复药（小）
name.inventory.11502	能量恢复药（中）
name.inventory.11503	能量恢复药（大）
name.inventory.12001	能量浓缩液（小）
name.inventory.12002	能量浓缩液（中）
name.inventory.12003	能量浓缩液（大）
name.inventory.12501	能量精华（小）
name.inventory.12502	能量精华（中）
name.inventory.12503	能量精华（大）
name.inventory.13001	法力恢复药（小）
name.inventory.13002	法力恢复药（中）
name.inventory.13003	法力恢复药（大）
name.inventory.13501	法力浓缩液（小）
name.inventory.13502	法力浓缩液（中）
name.inventory.13503	法力浓缩液（大）
name.inventory.14001	法力精华（小）
name.inventory.14002	法力精华（中）
name.inventory.14003	法力精华（大）
name.inventory.14501	巨大号角
name.inventory.15001	力量强化液
name.inventory.15501	BANK MAX
name.inventory.16001	通缉令
name.inventory.16002	金币保护卡
name.inventory.16501	任务加速剂
name.inventory.17001	SKILL COUNT
name.inventory.17501	1小时双倍经验
name.inventory.18001	10属性点
name.inventory.18002	50属性点
name.inventory.18003	100属性点
name.inventory.18004	30属性点
name.inventory.18005	2属性点
name.inventory.18006	5属性点
name.inventory.18501	TASK NEED
name.inventory.20001	【领主】1件武器
name.inventory.20002	【领主】1件防具
name.inventory.20003	【半神】1件武器
name.inventory.20004	【半神】1件防具
name.inventory.20005	【主神】1件武器
name.inventory.20006	【主神】1件防具
name.inventory.20007	【天神】10件武器
name.inventory.20008	【天神】10件防具
name.inventory.20009	【天神】1件武器
name.inventory.20010	【天神】1件防具
name.inventory.20011	【至尊】10件武器
name.inventory.20012	【至尊】10件防具
name.inventory.20013	【至尊】1件武器
name.inventory.20014	【至尊】1件防具
name.inventory.20015	中秋大礼包
name.inventory.20016	新春大礼包
name.inventory.20017	新春大礼包
name.inventory.20021	20级绿色装备
name.inventory.20022	20级蓝色装备
name.inventory.20023	20级紫色装备
name.inventory.20024	40级绿色装备
name.inventory.20025	40级蓝色装备
name.inventory.20026	40级紫色装备
name.inventory.20027	60级绿色装备
name.inventory.20028	60级蓝色装备
name.inventory.20029	60级紫色装备
name.inventory.20030	90级绿色装备
name.inventory.20031	90级蓝色装备
name.inventory.20032	90级紫色装备
name.inventory.20033	151级绿色装备
name.inventory.20034	151级蓝色装备
name.inventory.20035	151级紫色装备
name.inventory.20036	215级绿色装备
name.inventory.20037	215级蓝色装备
name.inventory.20038	215级紫色装备
tip.inventory.10001	恢复{0}点生命
tip.inventory.10002	恢复{0}点生命
tip.inventory.10003	恢复{0}点生命
tip.inventory.10501	恢复{0}%生命
tip.inventory.10502	恢复{0}%生命
tip.inventory.10503	恢复{0}%生命
tip.inventory.11001	提高{0}%生命恢复速度
tip.inventory.11002	提高{0}%生命恢复速度
tip.inventory.11003	提高{0}%生命恢复速度
tip.inventory.11501	恢复{0}点能量
tip.inventory.11502	恢复{0}点能量
tip.inventory.11503	恢复{0}点能量
tip.inventory.12001	恢复{0}%能量
tip.inventory.12002	恢复{0}%能量
tip.inventory.12003	恢复{0}%能量
tip.inventory.12501	提高{0}%能量恢复速度
tip.inventory.12502	提高{0}%能量恢复速度
tip.inventory.12503	提高{0}%能量恢复速度
tip.inventory.13001	恢复{0}点法力
tip.inventory.13002	恢复{0}点法力
tip.inventory.13003	恢复{0}点法力
tip.inventory.13501	恢复{0}%法力
tip.inventory.13502	恢复{0}%法力
tip.inventory.13503	恢复{0}%法力
tip.inventory.14001	提高{0}%法力恢复速度
tip.inventory.14002	提高{0}%法力恢复速度
tip.inventory.14003	提高{0}%法力恢复速度
tip.inventory.14501	可在世界频道喊话
tip.inventory.15001	ADD FORCE
tip.inventory.15501	BANK MAX
tip.inventory.16001	无视通缉上限
tip.inventory.16002	保护金币不掉落
tip.inventory.16501	MISSON COUNT
tip.inventory.17001	SKILL COUNT
tip.inventory.17501	获得的经验×2
tip.inventory.18001	使用得到属性点
tip.inventory.18002	使用得到属性点
tip.inventory.18003	使用得到属性点
tip.inventory.18004	点击购买
tip.inventory.18005	使用得到属性点
tip.inventory.18006	使用得到属性点
tip.inventory.18501	TASK NEED
tip.inventory.20001	10级武器
tip.inventory.20002	10级防具
tip.inventory.20003	40级武器
tip.inventory.20004	40级防具
tip.inventory.20005	50级武器 可升至天神
tip.inventory.20006	50级防具 可升至天神
tip.inventory.20007	10件100级武器
tip.inventory.20008	10件100级防具
tip.inventory.20009	有机率开出天神武器
tip.inventory.20010	有机率开出天神防具
tip.inventory.20011	10件350级武器
tip.inventory.20012	10件350级防具
tip.inventory.20013	可开出1件350级武器
tip.inventory.20014	可开出1件350级防具
tip.inventory.20015	有几率获得属性点/宝石
tip.inventory.20016	有几率获得属性点/宝石
tip.inventory.20021	可获得对应等级的绿装
tip.inventory.20022	可获得对应等级的蓝装
tip.inventory.20023	可获得对应等级的紫装
tip.inventory.20024	可获得对应等级的绿装
tip.inventory.20025	可获得对应等级的蓝装
tip.inventory.20026	可获得对应等级的紫装
tip.inventory.20027	可获得对应等级的绿装
tip.inventory.20028	可获得对应等级的蓝装
tip.inventory.20029	可获得对应等级的紫装
